v1	V(vbb)	V(vcc)	I(V1)	I(V2)	Ib(Q1)	Ic(Q1)	Ie(Q1)
-6.119999999999999e-01	-6.120000e-01	-3.000000e+00	2.812124e-06	6.119047e-04	-2.812124e-06	-6.119047e-04	6.147168e-04
-6.109999999999999e-01	-6.110000e-01	-3.000000e+00	2.706158e-06	5.889484e-04	-2.706158e-06	-5.889484e-04	5.916546e-04
-6.099999999999999e-01	-6.100000e-01	-3.000000e+00	2.604164e-06	5.668461e-04	-2.604164e-06	-5.668461e-04	5.694502e-04
-6.089999999999999e-01	-6.090000e-01	-3.000000e+00	2.505997e-06	5.455665e-04	-2.505997e-06	-5.455665e-04	5.480725e-04
-6.079999999999999e-01	-6.080000e-01	-3.000000e+00	2.411513e-06	5.250795e-04	-2.411513e-06	-5.250795e-04	5.274910e-04
-6.069999999999999e-01	-6.070000e-01	-3.000000e+00	2.320575e-06	5.053560e-04	-2.320575e-06	-5.053560e-04	5.076766e-04
-6.059999999999999e-01	-6.060000e-01	-3.000000e+00	2.233053e-06	4.863681e-04	-2.233053e-06	-4.863681e-04	4.886012e-04
-6.049999999999999e-01	-6.050000e-01	-3.000000e+00	2.148818e-06	4.680886e-04	-2.148818e-06	-4.680886e-04	4.702375e-04
-6.039999999999999e-01	-6.040000e-01	-3.000000e+00	2.067748e-06	4.504916e-04	-2.067748e-06	-4.504916e-04	4.525593e-04
-6.029999999999999e-01	-6.030000e-01	-3.000000e+00	1.989726e-06	4.335518e-04	-1.989726e-06	-4.335518e-04	4.355415e-04
-6.019999999999999e-01	-6.020000e-01	-3.000000e+00	1.914637e-06	4.172450e-04	-1.914637e-06	-4.172450e-04	4.191597e-04
-6.009999999999999e-01	-6.010000e-01	-3.000000e+00	1.842373e-06	4.015479e-04	-1.842373e-06	-4.015479e-04	4.033903e-04
-5.999999999999999e-01	-6.000000e-01	-3.000000e+00	1.772827e-06	3.864380e-04	-1.772827e-06	-3.864380e-04	3.882108e-04
-5.989999999999999e-01	-5.990000e-01	-3.000000e+00	1.705898e-06	3.718935e-04	-1.705898e-06	-3.718935e-04	3.735994e-04
-5.979999999999999e-01	-5.980000e-01	-3.000000e+00	1.641489e-06	3.578934e-04	-1.641489e-06	-3.578934e-04	3.595349e-04
-5.969999999999999e-01	-5.970000e-01	-3.000000e+00	1.579505e-06	3.444178e-04	-1.579505e-06	-3.444178e-04	3.459973e-04
-5.959999999999999e-01	-5.960000e-01	-3.000000e+00	1.519855e-06	3.314470e-04	-1.519855e-06	-3.314470e-04	3.329668e-04
-5.949999999999999e-01	-5.950000e-01	-3.000000e+00	1.462452e-06	3.189623e-04	-1.462452e-06	-3.189623e-04	3.204248e-04
-5.939999999999999e-01	-5.940000e-01	-3.000000e+00	1.407212e-06	3.069458e-04	-1.407212e-06	-3.069458e-04	3.083530e-04
-5.929999999999999e-01	-5.930000e-01	-3.000000e+00	1.354054e-06	2.953800e-04	-1.354054e-06	-2.953800e-04	2.967341e-04
-5.919999999999999e-01	-5.920000e-01	-3.000000e+00	1.302899e-06	2.842482e-04	-1.302899e-06	-2.842482e-04	2.855511e-04
-5.909999999999999e-01	-5.910000e-01	-3.000000e+00	1.253673e-06	2.735341e-04	-1.253673e-06	-2.735341e-04	2.747878e-04
-5.899999999999999e-01	-5.900000e-01	-3.000000e+00	1.206303e-06	2.632223e-04	-1.206303e-06	-2.632223e-04	2.644286e-04
-5.889999999999999e-01	-5.890000e-01	-3.000000e+00	1.160720e-06	2.532979e-04	-1.160720e-06	-2.532979e-04	2.544586e-04
-5.879999999999999e-01	-5.880000e-01	-3.000000e+00	1.116856e-06	2.437462e-04	-1.116856e-06	-2.437462e-04	2.448630e-04
-5.869999999999999e-01	-5.870000e-01	-3.000000e+00	1.074647e-06	2.345534e-04	-1.074647e-06	-2.345534e-04	2.356281e-04
-5.859999999999999e-01	-5.860000e-01	-3.000000e+00	1.034031e-06	2.257062e-04	-1.034031e-06	-2.257062e-04	2.267402e-04
-5.849999999999999e-01	-5.850000e-01	-3.000000e+00	9.949473e-07	2.171916e-04	-9.949473e-07	-2.171916e-04	2.181866e-04
-5.839999999999999e-01	-5.840000e-01	-3.000000e+00	9.573391e-07	2.089973e-04	-9.573391e-07	-2.089973e-04	2.099546e-04
-5.829999999999999e-01	-5.830000e-01	-3.000000e+00	9.211506e-07	2.011111e-04	-9.211506e-07	-2.011111e-04	2.020323e-04
-5.819999999999999e-01	-5.820000e-01	-3.000000e+00	8.863284e-07	1.935217e-04	-8.863284e-07	-1.935217e-04	1.944080e-04
-5.809999999999998e-01	-5.810000e-01	-3.000000e+00	8.528211e-07	1.862179e-04	-8.528211e-07	-1.862179e-04	1.870707e-04
-5.799999999999998e-01	-5.800000e-01	-3.000000e+00	8.205792e-07	1.791890e-04	-8.205792e-07	-1.791890e-04	1.800095e-04
-5.789999999999998e-01	-5.790000e-01	-3.000000e+00	7.895550e-07	1.724247e-04	-7.895550e-07	-1.724247e-04	1.732143e-04
-5.779999999999998e-01	-5.780000e-01	-3.000000e+00	7.597028e-07	1.659152e-04	-7.597028e-07	-1.659152e-04	1.666749e-04
-5.769999999999998e-01	-5.770000e-01	-3.000000e+00	7.309783e-07	1.596508e-04	-7.309783e-07	-1.596508e-04	1.603818e-04
-5.759999999999998e-01	-5.760000e-01	-3.000000e+00	7.033391e-07	1.536224e-04	-7.033391e-07	-1.536224e-04	1.543257e-04
-5.749999999999998e-01	-5.750000e-01	-3.000000e+00	6.767442e-07	1.478211e-04	-6.767442e-07	-1.478211e-04	1.484978e-04
-5.739999999999998e-01	-5.740000e-01	-3.000000e+00	6.511543e-07	1.422384e-04	-6.511543e-07	-1.422384e-04	1.428896e-04
-5.729999999999998e-01	-5.730000e-01	-3.000000e+00	6.265315e-07	1.368662e-04	-6.265315e-07	-1.368662e-04	1.374927e-04
-5.719999999999998e-01	-5.720000e-01	-3.000000e+00	6.028393e-07	1.316964e-04	-6.028393e-07	-1.316964e-04	1.322993e-04
-5.709999999999998e-01	-5.710000e-01	-3.000000e+00	5.800426e-07	1.267216e-04	-5.800426e-07	-1.267216e-04	1.273016e-04
-5.699999999999998e-01	-5.700000e-01	-3.000000e+00	5.581078e-07	1.219343e-04	-5.581078e-07	-1.219343e-04	1.224924e-04
-5.689999999999998e-01	-5.690000e-01	-3.000000e+00	5.370021e-07	1.173276e-04	-5.370021e-07	-1.173276e-04	1.178646e-04
-5.679999999999998e-01	-5.680000e-01	-3.000000e+00	5.166943e-07	1.128946e-04	-5.166943e-07	-1.128946e-04	1.134113e-04
-5.669999999999998e-01	-5.670000e-01	-3.000000e+00	4.971544e-07	1.086289e-04	-4.971544e-07	-1.086289e-04	1.091260e-04
-5.659999999999998e-01	-5.660000e-01	-3.000000e+00	4.783533e-07	1.045240e-04	-4.783533e-07	-1.045240e-04	1.050024e-04
-5.649999999999998e-01	-5.650000e-01	-3.000000e+00	4.602632e-07	1.005741e-04	-4.602632e-07	-1.005741e-04	1.010344e-04
-5.639999999999998e-01	-5.640000e-01	-3.000000e+00	4.428571e-07	9.677321e-05	-4.428571e-07	-9.677321e-05	9.721607e-05
-5.629999999999998e-01	-5.630000e-01	-3.000000e+00	4.261093e-07	9.311576e-05	-4.261093e-07	-9.311576e-05	9.354187e-05
-5.619999999999998e-01	-5.620000e-01	-3.000000e+00	4.099949e-07	8.959636e-05	-4.099949e-07	-8.959636e-05	9.000635e-05
-5.609999999999998e-01	-5.610000e-01	-3.000000e+00	3.944900e-07	8.620980e-05	-3.944900e-07	-8.620980e-05	8.660430e-05
-5.599999999999998e-01	-5.600000e-01	-3.000000e+00	3.795715e-07	8.295110e-05	-3.795715e-07	-8.295110e-05	8.333067e-05
-5.589999999999998e-01	-5.590000e-01	-3.000000e+00	3.652173e-07	7.981541e-05	-3.652173e-07	-7.981541e-05	8.018063e-05
-5.579999999999998e-01	-5.580000e-01	-3.000000e+00	3.514060e-07	7.679813e-05	-3.514060e-07	-7.679813e-05	7.714954e-05
-5.569999999999998e-01	-5.570000e-01	-3.000000e+00	3.381172e-07	7.389479e-05	-3.381172e-07	-7.389479e-05	7.423291e-05
-5.559999999999998e-01	-5.560000e-01	-3.000000e+00	3.253311e-07	7.110109e-05	-3.253311e-07	-7.110109e-05	7.142642e-05
-5.549999999999998e-01	-5.550000e-01	-3.000000e+00	3.130287e-07	6.841290e-05	-3.130287e-07	-6.841290e-05	6.872593e-05
-5.539999999999998e-01	-5.540000e-01	-3.000000e+00	3.011917e-07	6.582625e-05	-3.011917e-07	-6.582625e-05	6.612745e-05
-5.529999999999998e-01	-5.530000e-01	-3.000000e+00	2.898025e-07	6.333731e-05	-2.898025e-07	-6.333731e-05	6.362711e-05
-5.519999999999998e-01	-5.520000e-01	-3.000000e+00	2.788442e-07	6.094238e-05	-2.788442e-07	-6.094238e-05	6.122123e-05
-5.509999999999998e-01	-5.510000e-01	-3.000000e+00	2.683005e-07	5.863794e-05	-2.683005e-07	-5.863794e-05	5.890624e-05
-5.499999999999998e-01	-5.500000e-01	-3.000000e+00	2.581557e-07	5.642056e-05	-2.581557e-07	-5.642056e-05	5.667872e-05
-5.489999999999998e-01	-5.490000e-01	-3.000000e+00	2.483948e-07	5.428696e-05	-2.483948e-07	-5.428696e-05	5.453536e-05
-5.479999999999998e-01	-5.480000e-01	-3.000000e+00	2.390031e-07	5.223399e-05	-2.390031e-07	-5.223399e-05	5.247299e-05
-5.469999999999998e-01	-5.470000e-01	-3.000000e+00	2.299668e-07	5.025859e-05	-2.299668e-07	-5.025859e-05	5.048856e-05
-5.459999999999998e-01	-5.460000e-01	-3.000000e+00	2.212723e-07	4.835785e-05	-2.212723e-07	-4.835785e-05	4.857912e-05
-5.449999999999998e-01	-5.450000e-01	-3.000000e+00	2.129069e-07	4.652894e-05	-2.129069e-07	-4.652894e-05	4.674184e-05
-5.439999999999998e-01	-5.440000e-01	-3.000000e+00	2.048580e-07	4.476915e-05	-2.048580e-07	-4.476915e-05	4.497401e-05
-5.429999999999998e-01	-5.430000e-01	-3.000000e+00	1.971136e-07	4.307588e-05	-1.971136e-07	-4.307588e-05	4.327299e-05
-5.419999999999998e-01	-5.420000e-01	-3.000000e+00	1.896622e-07	4.144661e-05	-1.896622e-07	-4.144661e-05	4.163627e-05
-5.409999999999998e-01	-5.410000e-01	-3.000000e+00	1.824928e-07	3.987893e-05	-1.824928e-07	-3.987893e-05	4.006142e-05
-5.399999999999998e-01	-5.400000e-01	-3.000000e+00	1.755946e-07	3.837051e-05	-1.755946e-07	-3.837051e-05	3.854611e-05
-5.389999999999998e-01	-5.390000e-01	-3.000000e+00	1.689575e-07	3.691912e-05	-1.689575e-07	-3.691912e-05	3.708808e-05
-5.379999999999998e-01	-5.380000e-01	-3.000000e+00	1.625715e-07	3.552259e-05	-1.625715e-07	-3.552259e-05	3.568517e-05
-5.369999999999998e-01	-5.370000e-01	-3.000000e+00	1.564271e-07	3.417887e-05	-1.564271e-07	-3.417887e-05	3.433530e-05
-5.359999999999998e-01	-5.360000e-01	-3.000000e+00	1.505152e-07	3.288595e-05	-1.505152e-07	-3.288595e-05	3.303646e-05
-5.349999999999998e-01	-5.350000e-01	-3.000000e+00	1.448270e-07	3.164191e-05	-1.448270e-07	-3.164191e-05	3.178674e-05
-5.339999999999998e-01	-5.340000e-01	-3.000000e+00	1.393539e-07	3.044492e-05	-1.393539e-07	-3.044492e-05	3.058427e-05
-5.329999999999998e-01	-5.330000e-01	-3.000000e+00	1.340880e-07	2.929319e-05	-1.340880e-07	-2.929319e-05	2.942727e-05
-5.319999999999998e-01	-5.320000e-01	-3.000000e+00	1.290213e-07	2.818500e-05	-1.290213e-07	-2.818500e-05	2.831402e-05
-5.309999999999998e-01	-5.310000e-01	-3.000000e+00	1.241463e-07	2.711873e-05	-1.241463e-07	-2.711873e-05	2.724287e-05
-5.299999999999998e-01	-5.300000e-01	-3.000000e+00	1.194558e-07	2.609277e-05	-1.194558e-07	-2.609277e-05	2.621223e-05
-5.289999999999998e-01	-5.290000e-01	-3.000000e+00	1.149427e-07	2.510562e-05	-1.149427e-07	-2.510562e-05	2.522056e-05
-5.279999999999998e-01	-5.280000e-01	-3.000000e+00	1.106003e-07	2.415580e-05	-1.106003e-07	-2.415580e-05	2.426640e-05
-5.269999999999998e-01	-5.270000e-01	-3.000000e+00	1.064222e-07	2.324190e-05	-1.064222e-07	-2.324190e-05	2.334832e-05
-5.259999999999998e-01	-5.260000e-01	-3.000000e+00	1.024022e-07	2.236256e-05	-1.024022e-07	-2.236256e-05	2.246497e-05
-5.249999999999998e-01	-5.250000e-01	-3.000000e+00	9.853424e-08	2.151649e-05	-9.853424e-08	-2.151649e-05	2.161502e-05
-5.239999999999998e-01	-5.240000e-01	-3.000000e+00	9.481261e-08	2.070241e-05	-9.481261e-08	-2.070241e-05	2.079723e-05
-5.229999999999998e-01	-5.230000e-01	-3.000000e+00	9.123177e-08	1.991913e-05	-9.123177e-08	-1.991913e-05	2.001036e-05
-5.219999999999998e-01	-5.220000e-01	-3.000000e+00	8.778638e-08	1.916547e-05	-8.778638e-08	-1.916547e-05	1.925326e-05
-5.209999999999998e-01	-5.210000e-01	-3.000000e+00	8.447131e-08	1.844032e-05	-8.447131e-08	-1.844032e-05	1.852479e-05
-5.199999999999998e-01	-5.200000e-01	-3.000000e+00	8.128163e-08	1.774260e-05	-8.128163e-08	-1.774260e-05	1.782388e-05
-5.189999999999998e-01	-5.190000e-01	-3.000000e+00	7.821261e-08	1.707128e-05	-7.821261e-08	-1.707128e-05	1.714949e-05
-5.179999999999998e-01	-5.180000e-01	-3.000000e+00	7.525966e-08	1.642534e-05	-7.525966e-08	-1.642534e-05	1.650060e-05
-5.169999999999998e-01	-5.170000e-01	-3.000000e+00	7.241839e-08	1.580385e-05	-7.241839e-08	-1.580385e-05	1.587626e-05
-5.159999999999998e-01	-5.160000e-01	-3.000000e+00	6.968457e-08	1.520586e-05	-6.968457e-08	-1.520586e-05	1.527554e-05
-5.149999999999998e-01	-5.150000e-01	-3.000000e+00	6.705415e-08	1.463049e-05	-6.705415e-08	-1.463049e-05	1.469755e-05
-5.139999999999998e-01	-5.140000e-01	-3.000000e+00	6.452320e-08	1.407689e-05	-6.452320e-08	-1.407689e-05	1.414142e-05
-5.129999999999998e-01	-5.130000e-01	-3.000000e+00	6.208796e-08	1.354424e-05	-6.208796e-08	-1.354424e-05	1.360633e-05
-5.119999999999998e-01	-5.120000e-01	-3.000000e+00	5.974480e-08	1.303173e-05	-5.974480e-08	-1.303173e-05	1.309148e-05
-5.109999999999998e-01	-5.110000e-01	-3.000000e+00	5.749024e-08	1.253862e-05	-5.749024e-08	-1.253862e-05	1.259611e-05
-5.099999999999998e-01	-5.100000e-01	-3.000000e+00	5.532094e-08	1.206416e-05	-5.532094e-08	-1.206416e-05	1.211948e-05
-5.089999999999998e-01	-5.090000e-01	-3.000000e+00	5.323365e-08	1.160765e-05	-5.323365e-08	-1.160765e-05	1.166088e-05
-5.079999999999998e-01	-5.080000e-01	-3.000000e+00	5.122527e-08	1.116841e-05	-5.122527e-08	-1.116841e-05	1.121964e-05
-5.069999999999998e-01	-5.070000e-01	-3.000000e+00	4.929282e-08	1.074579e-05	-4.929282e-08	-1.074579e-05	1.079508e-05
-5.059999999999998e-01	-5.060000e-01	-3.000000e+00	4.743342e-08	1.033916e-05	-4.743342e-08	-1.033916e-05	1.038660e-05
-5.049999999999998e-01	-5.050000e-01	-3.000000e+00	4.564432e-08	9.947917e-06	-4.564432e-08	-9.947917e-06	9.993561e-06
-5.039999999999998e-01	-5.040000e-01	-3.000000e+00	4.392284e-08	9.571475e-06	-4.392284e-08	-9.571475e-06	9.615398e-06
-5.029999999999998e-01	-5.030000e-01	-3.000000e+00	4.226643e-08	9.209276e-06	-4.226643e-08	-9.209276e-06	9.251543e-06
-5.019999999999998e-01	-5.020000e-01	-3.000000e+00	4.067262e-08	8.860781e-06	-4.067262e-08	-8.860781e-06	8.901454e-06
-5.009999999999998e-01	-5.010000e-01	-3.000000e+00	3.913905e-08	8.525473e-06	-3.913905e-08	-8.525473e-06	8.564612e-06
-4.999999999999998e-01	-5.000000e-01	-3.000000e+00	3.766343e-08	8.202852e-06	-3.766343e-08	-8.202852e-06	8.240515e-06
-4.989999999999998e-01	-4.990000e-01	-3.000000e+00	3.624358e-08	7.892438e-06	-3.624358e-08	-7.892438e-06	7.928681e-06
-4.979999999999998e-01	-4.980000e-01	-3.000000e+00	3.487737e-08	7.593769e-06	-3.487737e-08	-7.593769e-06	7.628646e-06
-4.969999999999998e-01	-4.970000e-01	-3.000000e+00	3.356279e-08	7.306402e-06	-3.356279e-08	-7.306402e-06	7.339964e-06
-4.959999999999998e-01	-4.960000e-01	-3.000000e+00	3.229788e-08	7.029907e-06	-3.229788e-08	-7.029907e-06	7.062205e-06
-4.949999999999998e-01	-4.950000e-01	-3.000000e+00	3.108075e-08	6.763876e-06	-3.108075e-08	-6.763876e-06	6.794956e-06
-4.939999999999998e-01	-4.940000e-01	-3.000000e+00	2.990960e-08	6.507910e-06	-2.990960e-08	-6.507910e-06	6.537820e-06
-4.929999999999998e-01	-4.930000e-01	-3.000000e+00	2.878270e-08	6.261631e-06	-2.878270e-08	-6.261631e-06	6.290413e-06
-4.919999999999998e-01	-4.920000e-01	-3.000000e+00	2.769835e-08	6.024670e-06	-2.769835e-08	-6.024670e-06	6.052368e-06
-4.909999999999998e-01	-4.910000e-01	-3.000000e+00	2.665497e-08	5.796676e-06	-2.665497e-08	-5.796676e-06	5.823331e-06
-4.899999999999998e-01	-4.900000e-01	-3.000000e+00	2.565098e-08	5.577310e-06	-2.565098e-08	-5.577310e-06	5.602961e-06
-4.889999999999998e-01	-4.890000e-01	-3.000000e+00	2.468491e-08	5.366244e-06	-2.468491e-08	-5.366244e-06	5.390929e-06
-4.879999999999998e-01	-4.880000e-01	-3.000000e+00	2.375532e-08	5.163165e-06	-2.375532e-08	-5.163165e-06	5.186921e-06
-4.869999999999998e-01	-4.870000e-01	-3.000000e+00	2.286083e-08	4.967771e-06	-2.286083e-08	-4.967771e-06	4.990632e-06
-4.859999999999998e-01	-4.860000e-01	-3.000000e+00	2.200011e-08	4.779772e-06	-2.200011e-08	-4.779772e-06	4.801771e-06
-4.849999999999998e-01	-4.850000e-01	-3.000000e+00	2.117189e-08	4.598885e-06	-2.117189e-08	-4.598885e-06	4.620058e-06
-4.839999999999998e-01	-4.840000e-01	-3.000000e+00	2.037492e-08	4.424845e-06	-2.037492e-08	-4.424845e-06	4.445219e-06
-4.829999999999998e-01	-4.830000e-01	-3.000000e+00	1.960804e-08	4.257390e-06	-1.960804e-08	-4.257390e-06	4.276998e-06
-4.819999999999998e-01	-4.820000e-01	-3.000000e+00	1.887010e-08	4.096272e-06	-1.887010e-08	-4.096272e-06	4.115142e-06
-4.809999999999998e-01	-4.810000e-01	-3.000000e+00	1.816002e-08	3.941251e-06	-1.816002e-08	-3.941251e-06	3.959411e-06
-4.799999999999998e-01	-4.800000e-01	-3.000000e+00	1.747672e-08	3.792097e-06	-1.747672e-08	-3.792097e-06	3.809573e-06
-4.789999999999998e-01	-4.790000e-01	-3.000000e+00	1.681921e-08	3.648586e-06	-1.681921e-08	-3.648586e-06	3.665406e-06
-4.779999999999998e-01	-4.780000e-01	-3.000000e+00	1.618650e-08	3.510507e-06	-1.618650e-08	-3.510507e-06	3.526694e-06
-4.769999999999998e-01	-4.770000e-01	-3.000000e+00	1.557767e-08	3.377653e-06	-1.557767e-08	-3.377653e-06	3.393231e-06
-4.759999999999998e-01	-4.760000e-01	-3.000000e+00	1.499179e-08	3.249827e-06	-1.499179e-08	-3.249827e-06	3.264819e-06
-4.749999999999998e-01	-4.750000e-01	-3.000000e+00	1.442802e-08	3.126838e-06	-1.442802e-08	-3.126838e-06	3.141266e-06
-4.739999999999998e-01	-4.740000e-01	-3.000000e+00	1.388551e-08	3.008503e-06	-1.388551e-08	-3.008503e-06	3.022389e-06
-4.729999999999998e-01	-4.730000e-01	-3.000000e+00	1.336345e-08	2.894647e-06	-1.336345e-08	-2.894647e-06	2.908010e-06
-4.719999999999998e-01	-4.720000e-01	-3.000000e+00	1.286108e-08	2.785099e-06	-1.286108e-08	-2.785099e-06	2.797960e-06
-4.709999999999998e-01	-4.710000e-01	-3.000000e+00	1.237765e-08	2.679697e-06	-1.237765e-08	-2.679697e-06	2.692075e-06
-4.699999999999998e-01	-4.700000e-01	-3.000000e+00	1.191244e-08	2.578284e-06	-1.191244e-08	-2.578284e-06	2.590196e-06
-4.689999999999998e-01	-4.690000e-01	-3.000000e+00	1.146477e-08	2.480708e-06	-1.146477e-08	-2.480708e-06	2.492173e-06
-4.679999999999997e-01	-4.680000e-01	-3.000000e+00	1.103397e-08	2.386826e-06	-1.103397e-08	-2.386826e-06	2.397860e-06
-4.669999999999997e-01	-4.670000e-01	-3.000000e+00	1.061940e-08	2.296496e-06	-1.061940e-08	-2.296496e-06	2.307115e-06
-4.659999999999997e-01	-4.660000e-01	-3.000000e+00	1.022045e-08	2.209585e-06	-1.022045e-08	-2.209585e-06	2.219805e-06
-4.649999999999997e-01	-4.650000e-01	-3.000000e+00	9.836534e-09	2.125963e-06	-9.836534e-09	-2.125963e-06	2.135799e-06
-4.639999999999997e-01	-4.640000e-01	-3.000000e+00	9.467080e-09	2.045505e-06	-9.467080e-09	-2.045505e-06	2.054972e-06
-4.629999999999997e-01	-4.630000e-01	-3.000000e+00	9.111540e-09	1.968092e-06	-9.111540e-09	-1.968092e-06	1.977204e-06
-4.619999999999997e-01	-4.620000e-01	-3.000000e+00	8.769390e-09	1.893609e-06	-8.769390e-09	-1.893609e-06	1.902379e-06
-4.609999999999997e-01	-4.610000e-01	-3.000000e+00	8.440123e-09	1.821945e-06	-8.440123e-09	-1.821945e-06	1.830385e-06
-4.599999999999997e-01	-4.600000e-01	-3.000000e+00	8.123253e-09	1.752993e-06	-8.123253e-09	-1.752993e-06	1.761116e-06
-4.589999999999997e-01	-4.590000e-01	-3.000000e+00	7.818312e-09	1.686650e-06	-7.818312e-09	-1.686650e-06	1.694469e-06
-4.579999999999997e-01	-4.580000e-01	-3.000000e+00	7.524848e-09	1.622819e-06	-7.524848e-09	-1.622819e-06	1.630343e-06
-4.569999999999997e-01	-4.570000e-01	-3.000000e+00	7.242428e-09	1.561402e-06	-7.242428e-09	-1.561402e-06	1.568645e-06
-4.559999999999997e-01	-4.560000e-01	-3.000000e+00	6.970636e-09	1.502311e-06	-6.970636e-09	-1.502311e-06	1.509281e-06
-4.549999999999997e-01	-4.550000e-01	-3.000000e+00	6.709068e-09	1.445455e-06	-6.709068e-09	-1.445455e-06	1.452164e-06
-4.539999999999997e-01	-4.540000e-01	-3.000000e+00	6.457340e-09	1.390751e-06	-6.457340e-09	-1.390751e-06	1.397209e-06
-4.529999999999997e-01	-4.530000e-01	-3.000000e+00	6.215080e-09	1.338118e-06	-6.215080e-09	-1.338118e-06	1.344333e-06
-4.519999999999997e-01	-4.520000e-01	-3.000000e+00	5.981930e-09	1.287476e-06	-5.981930e-09	-1.287476e-06	1.293458e-06
-4.509999999999997e-01	-4.510000e-01	-3.000000e+00	5.757546e-09	1.238751e-06	-5.757546e-09	-1.238751e-06	1.244509e-06
-4.499999999999997e-01	-4.500000e-01	-3.000000e+00	5.541597e-09	1.191870e-06	-5.541597e-09	-1.191870e-06	1.197412e-06
-4.489999999999997e-01	-4.490000e-01	-3.000000e+00	5.333765e-09	1.146764e-06	-5.333765e-09	-1.146764e-06	1.152098e-06
-4.479999999999997e-01	-4.480000e-01	-3.000000e+00	5.133744e-09	1.103364e-06	-5.133744e-09	-1.103364e-06	1.108498e-06
-4.469999999999997e-01	-4.470000e-01	-3.000000e+00	4.941237e-09	1.061607e-06	-4.941237e-09	-1.061607e-06	1.066548e-06
-4.459999999999997e-01	-4.460000e-01	-3.000000e+00	4.755963e-09	1.021430e-06	-4.755963e-09	-1.021430e-06	1.026186e-06
-4.449999999999997e-01	-4.450000e-01	-3.000000e+00	4.577647e-09	9.827739e-07	-4.577647e-09	-9.827739e-07	9.873517e-07
-4.439999999999997e-01	-4.440000e-01	-3.000000e+00	4.406028e-09	9.455807e-07	-4.406028e-09	-9.455807e-07	9.499867e-07
-4.429999999999997e-01	-4.430000e-01	-3.000000e+00	4.240852e-09	9.097950e-07	-4.240852e-09	-9.097950e-07	9.140359e-07
-4.419999999999997e-01	-4.420000e-01	-3.000000e+00	4.081877e-09	8.753637e-07	-4.081877e-09	-8.753637e-07	8.794456e-07
-4.409999999999997e-01	-4.410000e-01	-3.000000e+00	3.928868e-09	8.422355e-07	-3.928868e-09	-8.422355e-07	8.461643e-07
-4.399999999999997e-01	-4.400000e-01	-3.000000e+00	3.781601e-09	8.103610e-07	-3.781601e-09	-8.103610e-07	8.141426e-07
-4.389999999999997e-01	-4.390000e-01	-3.000000e+00	3.639858e-09	7.796929e-07	-3.639858e-09	-7.796929e-07	7.833327e-07
-4.379999999999997e-01	-4.380000e-01	-3.000000e+00	3.503432e-09	7.501854e-07	-3.503432e-09	-7.501854e-07	7.536889e-07
-4.369999999999997e-01	-4.370000e-01	-3.000000e+00	3.372122e-09	7.217947e-07	-3.372122e-09	-7.217947e-07	7.251668e-07
-4.359999999999997e-01	-4.360000e-01	-3.000000e+00	3.245736e-09	6.944785e-07	-3.245736e-09	-6.944785e-07	6.977242e-07
-4.349999999999997e-01	-4.350000e-01	-3.000000e+00	3.124086e-09	6.681961e-07	-3.124086e-09	-6.681961e-07	6.713202e-07
-4.339999999999997e-01	-4.340000e-01	-3.000000e+00	3.006996e-09	6.429083e-07	-3.006996e-09	-6.429083e-07	6.459153e-07
-4.329999999999997e-01	-4.330000e-01	-3.000000e+00	2.894293e-09	6.185777e-07	-2.894293e-09	-6.185777e-07	6.214720e-07
-4.319999999999997e-01	-4.320000e-01	-3.000000e+00	2.785811e-09	5.951678e-07	-2.785811e-09	-5.951678e-07	5.979537e-07
-4.309999999999997e-01	-4.310000e-01	-3.000000e+00	2.681392e-09	5.726440e-07	-2.681392e-09	-5.726440e-07	5.753254e-07
-4.299999999999997e-01	-4.300000e-01	-3.000000e+00	2.580882e-09	5.509726e-07	-2.580882e-09	-5.509726e-07	5.535534e-07
-4.289999999999997e-01	-4.290000e-01	-3.000000e+00	2.484135e-09	5.301213e-07	-2.484135e-09	-5.301213e-07	5.326055e-07
-4.279999999999997e-01	-4.280000e-01	-3.000000e+00	2.391008e-09	5.100592e-07	-2.391008e-09	-5.100592e-07	5.124502e-07
-4.269999999999997e-01	-4.270000e-01	-3.000000e+00	2.301365e-09	4.907565e-07	-2.301365e-09	-4.907565e-07	4.930578e-07
-4.259999999999997e-01	-4.260000e-01	-3.000000e+00	2.215075e-09	4.721842e-07	-2.215075e-09	-4.721842e-07	4.743993e-07
-4.249999999999997e-01	-4.250000e-01	-3.000000e+00	2.132012e-09	4.543149e-07	-2.132012e-09	-4.543149e-07	4.564469e-07
-4.239999999999997e-01	-4.240000e-01	-3.000000e+00	2.052054e-09	4.371218e-07	-2.052054e-09	-4.371218e-07	4.391738e-07
-4.229999999999997e-01	-4.230000e-01	-3.000000e+00	1.975084e-09	4.205794e-07	-1.975084e-09	-4.205794e-07	4.225545e-07
-4.219999999999997e-01	-4.220000e-01	-3.000000e+00	1.900990e-09	4.046631e-07	-1.900990e-09	-4.046631e-07	4.065641e-07
-4.209999999999997e-01	-4.210000e-01	-3.000000e+00	1.829664e-09	3.893492e-07	-1.829664e-09	-3.893492e-07	3.911789e-07
-4.199999999999997e-01	-4.200000e-01	-3.000000e+00	1.761000e-09	3.746149e-07	-1.761000e-09	-3.746149e-07	3.763759e-07
