v2	V(vbb)	V(vcc)	I(I1)	I(V2)	Ib(Q1)	Ic(Q1)	Ie(Q1)
-2.120000000000040e+00	-6.608403e-01	-2.120000e+00	-1.800000e-05	3.795509e-03	-1.800000e-05	-3.795509e-03	3.813509e-03
-2.110000000000040e+00	-6.608402e-01	-2.110000e+00	-1.800000e-05	3.795027e-03	-1.800000e-05	-3.795027e-03	3.813027e-03
-2.100000000000041e+00	-6.608402e-01	-2.100000e+00	-1.800000e-05	3.794544e-03	-1.800000e-05	-3.794544e-03	3.812545e-03
-2.090000000000041e+00	-6.608400e-01	-2.090000e+00	-1.800000e-05	3.794062e-03	-1.800000e-05	-3.794062e-03	3.812062e-03
-2.080000000000041e+00	-6.608400e-01	-2.080000e+00	-1.800000e-05	3.793580e-03	-1.800000e-05	-3.793580e-03	3.811580e-03
-2.070000000000041e+00	-6.608399e-01	-2.070000e+00	-1.800000e-05	3.793097e-03	-1.800000e-05	-3.793097e-03	3.811097e-03
-2.060000000000041e+00	-6.608397e-01	-2.060000e+00	-1.800000e-05	3.792615e-03	-1.800000e-05	-3.792615e-03	3.810615e-03
-2.050000000000042e+00	-6.608397e-01	-2.050000e+00	-1.800000e-05	3.792133e-03	-1.800000e-05	-3.792133e-03	3.810133e-03
-2.040000000000042e+00	-6.608396e-01	-2.040000e+00	-1.800000e-05	3.791650e-03	-1.800000e-05	-3.791650e-03	3.809650e-03
-2.030000000000042e+00	-6.608394e-01	-2.030000e+00	-1.800000e-05	3.791168e-03	-1.800000e-05	-3.791168e-03	3.809168e-03
-2.020000000000042e+00	-6.608394e-01	-2.020000e+00	-1.800000e-05	3.790685e-03	-1.800000e-05	-3.790685e-03	3.808686e-03
-2.010000000000042e+00	-6.608393e-01	-2.010000e+00	-1.800000e-05	3.790203e-03	-1.800000e-05	-3.790203e-03	3.808203e-03
-2.000000000000043e+00	-6.608392e-01	-2.000000e+00	-1.800000e-05	3.789721e-03	-1.800000e-05	-3.789721e-03	3.807721e-03
-1.990000000000043e+00	-6.608391e-01	-1.990000e+00	-1.800000e-05	3.789238e-03	-1.800000e-05	-3.789238e-03	3.807239e-03
-1.980000000000043e+00	-6.608390e-01	-1.980000e+00	-1.800000e-05	3.788756e-03	-1.800000e-05	-3.788756e-03	3.806756e-03
-1.970000000000043e+00	-6.608389e-01	-1.970000e+00	-1.800000e-05	3.788274e-03	-1.800000e-05	-3.788274e-03	3.806274e-03
-1.960000000000043e+00	-6.608388e-01	-1.960000e+00	-1.800000e-05	3.787791e-03	-1.800000e-05	-3.787791e-03	3.805791e-03
-1.950000000000043e+00	-6.608387e-01	-1.950000e+00	-1.800000e-05	3.787309e-03	-1.800000e-05	-3.787309e-03	3.805309e-03
-1.940000000000043e+00	-6.608386e-01	-1.940000e+00	-1.800000e-05	3.786827e-03	-1.800000e-05	-3.786827e-03	3.804827e-03
-1.930000000000043e+00	-6.608385e-01	-1.930000e+00	-1.800000e-05	3.786344e-03	-1.800000e-05	-3.786344e-03	3.804344e-03
-1.920000000000043e+00	-6.608384e-01	-1.920000e+00	-1.800000e-05	3.785862e-03	-1.800000e-05	-3.785862e-03	3.803862e-03
-1.910000000000043e+00	-6.608383e-01	-1.910000e+00	-1.800000e-05	3.785380e-03	-1.800000e-05	-3.785380e-03	3.803380e-03
-1.900000000000043e+00	-6.608382e-01	-1.900000e+00	-1.800000e-05	3.784897e-03	-1.800000e-05	-3.784897e-03	3.802897e-03
-1.890000000000043e+00	-6.608381e-01	-1.890000e+00	-1.800000e-05	3.784415e-03	-1.800000e-05	-3.784415e-03	3.802415e-03
-1.880000000000043e+00	-6.608380e-01	-1.880000e+00	-1.800000e-05	3.783933e-03	-1.800000e-05	-3.783933e-03	3.801933e-03
-1.870000000000043e+00	-6.608379e-01	-1.870000e+00	-1.800000e-05	3.783450e-03	-1.800000e-05	-3.783450e-03	3.801450e-03
-1.860000000000043e+00	-6.608378e-01	-1.860000e+00	-1.800000e-05	3.782968e-03	-1.800000e-05	-3.782968e-03	3.800968e-03
-1.850000000000042e+00	-6.608377e-01	-1.850000e+00	-1.800000e-05	3.782486e-03	-1.800000e-05	-3.782486e-03	3.800486e-03
-1.840000000000042e+00	-6.608377e-01	-1.840000e+00	-1.800000e-05	3.782003e-03	-1.800000e-05	-3.782003e-03	3.800003e-03
-1.830000000000042e+00	-6.608375e-01	-1.830000e+00	-1.800000e-05	3.781521e-03	-1.800000e-05	-3.781521e-03	3.799521e-03
-1.820000000000042e+00	-6.608374e-01	-1.820000e+00	-1.800000e-05	3.781038e-03	-1.800000e-05	-3.781038e-03	3.799038e-03
-1.810000000000042e+00	-6.608374e-01	-1.810000e+00	-1.800000e-05	3.780556e-03	-1.800000e-05	-3.780556e-03	3.798556e-03
-1.800000000000042e+00	-6.608372e-01	-1.800000e+00	-1.800000e-05	3.780074e-03	-1.800000e-05	-3.780074e-03	3.798074e-03
-1.790000000000042e+00	-6.608372e-01	-1.790000e+00	-1.800000e-05	3.779591e-03	-1.800000e-05	-3.779591e-03	3.797591e-03
-1.780000000000042e+00	-6.608371e-01	-1.780000e+00	-1.800000e-05	3.779109e-03	-1.800000e-05	-3.779109e-03	3.797109e-03
-1.770000000000042e+00	-6.608369e-01	-1.770000e+00	-1.800000e-05	3.778627e-03	-1.800000e-05	-3.778627e-03	3.796627e-03
-1.760000000000042e+00	-6.608369e-01	-1.760000e+00	-1.800000e-05	3.778144e-03	-1.800000e-05	-3.778144e-03	3.796144e-03
-1.750000000000042e+00	-6.608368e-01	-1.750000e+00	-1.800000e-05	3.777662e-03	-1.800000e-05	-3.777662e-03	3.795662e-03
-1.740000000000042e+00	-6.608366e-01	-1.740000e+00	-1.800000e-05	3.777180e-03	-1.800000e-05	-3.777180e-03	3.795180e-03
-1.730000000000042e+00	-6.608366e-01	-1.730000e+00	-1.800000e-05	3.776697e-03	-1.800000e-05	-3.776697e-03	3.794697e-03
-1.720000000000042e+00	-6.608365e-01	-1.720000e+00	-1.800000e-05	3.776215e-03	-1.800000e-05	-3.776215e-03	3.794215e-03
-1.710000000000042e+00	-6.608364e-01	-1.710000e+00	-1.800000e-05	3.775733e-03	-1.800000e-05	-3.775733e-03	3.793732e-03
-1.700000000000042e+00	-6.608363e-01	-1.700000e+00	-1.800000e-05	3.775250e-03	-1.800000e-05	-3.775250e-03	3.793250e-03
-1.690000000000042e+00	-6.608362e-01	-1.690000e+00	-1.800000e-05	3.774768e-03	-1.800000e-05	-3.774768e-03	3.792768e-03
-1.680000000000042e+00	-6.608361e-01	-1.680000e+00	-1.800000e-05	3.774286e-03	-1.800000e-05	-3.774286e-03	3.792285e-03
-1.670000000000042e+00	-6.608360e-01	-1.670000e+00	-1.800000e-05	3.773803e-03	-1.800000e-05	-3.773803e-03	3.791803e-03
-1.660000000000042e+00	-6.608359e-01	-1.660000e+00	-1.800000e-05	3.773321e-03	-1.800000e-05	-3.773321e-03	3.791321e-03
-1.650000000000042e+00	-6.608358e-01	-1.650000e+00	-1.800000e-05	3.772838e-03	-1.800000e-05	-3.772838e-03	3.790838e-03
-1.640000000000042e+00	-6.608357e-01	-1.640000e+00	-1.800000e-05	3.772356e-03	-1.800000e-05	-3.772356e-03	3.790356e-03
-1.630000000000042e+00	-6.608356e-01	-1.630000e+00	-1.800000e-05	3.771874e-03	-1.800000e-05	-3.771874e-03	3.789874e-03
-1.620000000000042e+00	-6.608355e-01	-1.620000e+00	-1.800000e-05	3.771391e-03	-1.800000e-05	-3.771391e-03	3.789391e-03
-1.610000000000042e+00	-6.608354e-01	-1.610000e+00	-1.800000e-05	3.770909e-03	-1.800000e-05	-3.770909e-03	3.788909e-03
-1.600000000000042e+00	-6.608353e-01	-1.600000e+00	-1.800000e-05	3.770427e-03	-1.800000e-05	-3.770427e-03	3.788427e-03
-1.590000000000042e+00	-6.608352e-01	-1.590000e+00	-1.800000e-05	3.769944e-03	-1.800000e-05	-3.769944e-03	3.787944e-03
-1.580000000000042e+00	-6.608351e-01	-1.580000e+00	-1.800000e-05	3.769462e-03	-1.800000e-05	-3.769462e-03	3.787462e-03
-1.570000000000042e+00	-6.608350e-01	-1.570000e+00	-1.800000e-05	3.768980e-03	-1.800000e-05	-3.768980e-03	3.786979e-03
-1.560000000000042e+00	-6.608349e-01	-1.560000e+00	-1.800000e-05	3.768497e-03	-1.800000e-05	-3.768497e-03	3.786497e-03
-1.550000000000042e+00	-6.608348e-01	-1.550000e+00	-1.800000e-05	3.768015e-03	-1.800000e-05	-3.768015e-03	3.786015e-03
-1.540000000000042e+00	-6.608347e-01	-1.540000e+00	-1.800000e-05	3.767533e-03	-1.800000e-05	-3.767533e-03	3.785532e-03
-1.530000000000042e+00	-6.608346e-01	-1.530000e+00	-1.800000e-05	3.767050e-03	-1.800000e-05	-3.767050e-03	3.785050e-03
-1.520000000000042e+00	-6.608346e-01	-1.520000e+00	-1.800000e-05	3.766568e-03	-1.800000e-05	-3.766568e-03	3.784568e-03
-1.510000000000042e+00	-6.608344e-01	-1.510000e+00	-1.800000e-05	3.766085e-03	-1.800000e-05	-3.766085e-03	3.784085e-03
-1.500000000000042e+00	-6.608344e-01	-1.500000e+00	-1.800000e-05	3.765603e-03	-1.800000e-05	-3.765603e-03	3.783603e-03
-1.490000000000042e+00	-6.608343e-01	-1.490000e+00	-1.800000e-05	3.765121e-03	-1.800000e-05	-3.765121e-03	3.783121e-03
-1.480000000000042e+00	-6.608341e-01	-1.480000e+00	-1.800000e-05	3.764638e-03	-1.800000e-05	-3.764638e-03	3.782638e-03
-1.470000000000042e+00	-6.608341e-01	-1.470000e+00	-1.800000e-05	3.764156e-03	-1.800000e-05	-3.764156e-03	3.782156e-03
-1.460000000000042e+00	-6.608340e-01	-1.460000e+00	-1.800000e-05	3.763674e-03	-1.800000e-05	-3.763674e-03	3.781674e-03
-1.450000000000042e+00	-6.608339e-01	-1.450000e+00	-1.800000e-05	3.763191e-03	-1.800000e-05	-3.763191e-03	3.781191e-03
-1.440000000000042e+00	-6.608338e-01	-1.440000e+00	-1.800000e-05	3.762709e-03	-1.800000e-05	-3.762709e-03	3.780709e-03
-1.430000000000042e+00	-6.608337e-01	-1.430000e+00	-1.800000e-05	3.762227e-03	-1.800000e-05	-3.762227e-03	3.780226e-03
-1.420000000000042e+00	-6.608336e-01	-1.420000e+00	-1.800000e-05	3.761744e-03	-1.800000e-05	-3.761744e-03	3.779744e-03
-1.410000000000042e+00	-6.608335e-01	-1.410000e+00	-1.800000e-05	3.761262e-03	-1.800000e-05	-3.761262e-03	3.779262e-03
-1.400000000000042e+00	-6.608334e-01	-1.400000e+00	-1.800000e-05	3.760780e-03	-1.800000e-05	-3.760780e-03	3.778779e-03
-1.390000000000042e+00	-6.608333e-01	-1.390000e+00	-1.800000e-05	3.760297e-03	-1.800000e-05	-3.760297e-03	3.778297e-03
-1.380000000000042e+00	-6.608332e-01	-1.380000e+00	-1.800000e-05	3.759815e-03	-1.800000e-05	-3.759815e-03	3.777815e-03
-1.370000000000042e+00	-6.608331e-01	-1.370000e+00	-1.800000e-05	3.759332e-03	-1.800000e-05	-3.759332e-03	3.777332e-03
-1.360000000000042e+00	-6.608330e-01	-1.360000e+00	-1.800000e-05	3.758850e-03	-1.800000e-05	-3.758850e-03	3.776850e-03
-1.350000000000042e+00	-6.608329e-01	-1.350000e+00	-1.800000e-05	3.758368e-03	-1.800000e-05	-3.758368e-03	3.776368e-03
-1.340000000000042e+00	-6.608328e-01	-1.340000e+00	-1.800000e-05	3.757885e-03	-1.800000e-05	-3.757885e-03	3.775885e-03
-1.330000000000042e+00	-6.608327e-01	-1.330000e+00	-1.800000e-05	3.757403e-03	-1.800000e-05	-3.757403e-03	3.775403e-03
-1.320000000000042e+00	-6.608326e-01	-1.320000e+00	-1.800000e-05	3.756921e-03	-1.800000e-05	-3.756921e-03	3.774921e-03
-1.310000000000042e+00	-6.608325e-01	-1.310000e+00	-1.800000e-05	3.756438e-03	-1.800000e-05	-3.756438e-03	3.774438e-03
-1.300000000000042e+00	-6.608324e-01	-1.300000e+00	-1.800000e-05	3.755956e-03	-1.800000e-05	-3.755956e-03	3.773956e-03
-1.290000000000042e+00	-6.608323e-01	-1.290000e+00	-1.800000e-05	3.755474e-03	-1.800000e-05	-3.755474e-03	3.773474e-03
-1.280000000000042e+00	-6.608322e-01	-1.280000e+00	-1.800000e-05	3.754991e-03	-1.800000e-05	-3.754991e-03	3.772991e-03
-1.270000000000042e+00	-6.608321e-01	-1.270000e+00	-1.800000e-05	3.754509e-03	-1.800000e-05	-3.754509e-03	3.772509e-03
-1.260000000000042e+00	-6.608320e-01	-1.260000e+00	-1.800000e-05	3.754026e-03	-1.800000e-05	-3.754026e-03	3.772026e-03
-1.250000000000042e+00	-6.608319e-01	-1.250000e+00	-1.800000e-05	3.753544e-03	-1.800000e-05	-3.753544e-03	3.771544e-03
-1.240000000000042e+00	-6.608319e-01	-1.240000e+00	-1.800000e-05	3.753062e-03	-1.800000e-05	-3.753062e-03	3.771062e-03
-1.230000000000042e+00	-6.608317e-01	-1.230000e+00	-1.800000e-05	3.752579e-03	-1.800000e-05	-3.752579e-03	3.770579e-03
-1.220000000000042e+00	-6.608316e-01	-1.220000e+00	-1.800000e-05	3.752097e-03	-1.800000e-05	-3.752097e-03	3.770097e-03
-1.210000000000042e+00	-6.608316e-01	-1.210000e+00	-1.800000e-05	3.751615e-03	-1.800000e-05	-3.751615e-03	3.769615e-03
-1.200000000000042e+00	-6.608315e-01	-1.200000e+00	-1.800000e-05	3.751132e-03	-1.800000e-05	-3.751132e-03	3.769132e-03
-1.190000000000042e+00	-6.608313e-01	-1.190000e+00	-1.800000e-05	3.750650e-03	-1.800000e-05	-3.750650e-03	3.768650e-03
-1.180000000000042e+00	-6.608313e-01	-1.180000e+00	-1.800000e-05	3.750168e-03	-1.800000e-05	-3.750168e-03	3.768168e-03
-1.170000000000042e+00	-6.608312e-01	-1.170000e+00	-1.800000e-05	3.749685e-03	-1.800000e-05	-3.749685e-03	3.767685e-03
-1.160000000000042e+00	-6.608311e-01	-1.160000e+00	-1.800000e-05	3.749203e-03	-1.800000e-05	-3.749203e-03	3.767203e-03
-1.150000000000042e+00	-6.608310e-01	-1.150000e+00	-1.800000e-05	3.748721e-03	-1.800000e-05	-3.748721e-03	3.766721e-03
-1.140000000000042e+00	-6.608309e-01	-1.140000e+00	-1.800000e-05	3.748238e-03	-1.800000e-05	-3.748238e-03	3.766238e-03
-1.130000000000042e+00	-6.608308e-01	-1.130000e+00	-1.800000e-05	3.747756e-03	-1.800000e-05	-3.747756e-03	3.765756e-03
-1.120000000000042e+00	-6.608307e-01	-1.120000e+00	-1.800000e-05	3.747273e-03	-1.800000e-05	-3.747273e-03	3.765274e-03
-1.110000000000042e+00	-6.608306e-01	-1.110000e+00	-1.800000e-05	3.746791e-03	-1.800000e-05	-3.746791e-03	3.764791e-03
-1.100000000000042e+00	-6.608305e-01	-1.100000e+00	-1.800000e-05	3.746309e-03	-1.800000e-05	-3.746309e-03	3.764309e-03
-1.090000000000042e+00	-6.608304e-01	-1.090000e+00	-1.800000e-05	3.745826e-03	-1.800000e-05	-3.745826e-03	3.763827e-03
-1.080000000000042e+00	-6.608303e-01	-1.080000e+00	-1.800000e-05	3.745344e-03	-1.800000e-05	-3.745344e-03	3.763344e-03
-1.070000000000042e+00	-6.608302e-01	-1.070000e+00	-1.800000e-05	3.744862e-03	-1.800000e-05	-3.744862e-03	3.762862e-03
-1.060000000000042e+00	-6.608301e-01	-1.060000e+00	-1.800000e-05	3.744379e-03	-1.800000e-05	-3.744379e-03	3.762379e-03
-1.050000000000042e+00	-6.608300e-01	-1.050000e+00	-1.800000e-05	3.743897e-03	-1.800000e-05	-3.743897e-03	3.761897e-03
-1.040000000000042e+00	-6.608299e-01	-1.040000e+00	-1.800000e-05	3.743415e-03	-1.800000e-05	-3.743415e-03	3.761415e-03
-1.030000000000042e+00	-6.608298e-01	-1.030000e+00	-1.800000e-05	3.742932e-03	-1.800000e-05	-3.742932e-03	3.760932e-03
-1.020000000000042e+00	-6.608297e-01	-1.020000e+00	-1.800000e-05	3.742450e-03	-1.800000e-05	-3.742450e-03	3.760450e-03
-1.010000000000042e+00	-6.608296e-01	-1.010000e+00	-1.800000e-05	3.741967e-03	-1.800000e-05	-3.741967e-03	3.759968e-03
-1.000000000000042e+00	-6.608295e-01	-1.000000e+00	-1.800000e-05	3.741485e-03	-1.800000e-05	-3.741485e-03	3.759485e-03
-9.900000000000417e-01	-6.608294e-01	-9.900000e-01	-1.800000e-05	3.741003e-03	-1.800000e-05	-3.741003e-03	3.759003e-03
-9.800000000000417e-01	-6.608293e-01	-9.800000e-01	-1.800000e-05	3.740520e-03	-1.800000e-05	-3.740520e-03	3.758521e-03
-9.700000000000417e-01	-6.608292e-01	-9.700000e-01	-1.800000e-05	3.740038e-03	-1.800000e-05	-3.740038e-03	3.758038e-03
-9.600000000000417e-01	-6.608291e-01	-9.600000e-01	-1.800000e-05	3.739556e-03	-1.800000e-05	-3.739556e-03	3.757556e-03
-9.500000000000417e-01	-6.608291e-01	-9.500000e-01	-1.800000e-05	3.739073e-03	-1.800000e-05	-3.739073e-03	3.757074e-03
-9.400000000000417e-01	-6.608289e-01	-9.400000e-01	-1.800000e-05	3.738591e-03	-1.800000e-05	-3.738591e-03	3.756591e-03
-9.300000000000417e-01	-6.608288e-01	-9.300000e-01	-1.800000e-05	3.738109e-03	-1.800000e-05	-3.738109e-03	3.756109e-03
-9.200000000000417e-01	-6.608288e-01	-9.200000e-01	-1.800000e-05	3.737626e-03	-1.800000e-05	-3.737626e-03	3.755627e-03
-9.100000000000417e-01	-6.608286e-01	-9.100000e-01	-1.800000e-05	3.737144e-03	-1.800000e-05	-3.737144e-03	3.755144e-03
-9.000000000000417e-01	-6.608286e-01	-9.000000e-01	-1.800000e-05	3.736662e-03	-1.800000e-05	-3.736662e-03	3.754662e-03
-8.900000000000416e-01	-6.608285e-01	-8.900000e-01	-1.800000e-05	3.736179e-03	-1.800000e-05	-3.736179e-03	3.754179e-03
-8.800000000000416e-01	-6.608284e-01	-8.800000e-01	-1.800000e-05	3.735697e-03	-1.800000e-05	-3.735697e-03	3.753697e-03
-8.700000000000416e-01	-6.608283e-01	-8.700000e-01	-1.800000e-05	3.735214e-03	-1.800000e-05	-3.735214e-03	3.753215e-03
-8.600000000000416e-01	-6.608282e-01	-8.600000e-01	-1.800000e-05	3.734732e-03	-1.800000e-05	-3.734732e-03	3.752732e-03
-8.500000000000416e-01	-6.608281e-01	-8.500000e-01	-1.800000e-05	3.734250e-03	-1.800000e-05	-3.734250e-03	3.752250e-03
-8.400000000000416e-01	-6.608280e-01	-8.400000e-01	-1.800000e-05	3.733767e-03	-1.800000e-05	-3.733767e-03	3.751767e-03
-8.300000000000416e-01	-6.608279e-01	-8.300000e-01	-1.800000e-05	3.733285e-03	-1.800000e-05	-3.733285e-03	3.751285e-03
-8.200000000000416e-01	-6.608278e-01	-8.200000e-01	-1.800000e-05	3.732803e-03	-1.800000e-05	-3.732803e-03	3.750803e-03
-8.100000000000416e-01	-6.608277e-01	-8.100000e-01	-1.800000e-05	3.732320e-03	-1.800000e-05	-3.732320e-03	3.750320e-03
-8.000000000000416e-01	-6.608276e-01	-8.000000e-01	-1.800000e-05	3.731838e-03	-1.800000e-05	-3.731838e-03	3.749838e-03
-7.900000000000416e-01	-6.608275e-01	-7.900000e-01	-1.800000e-05	3.731355e-03	-1.800000e-05	-3.731355e-03	3.749355e-03
-7.800000000000415e-01	-6.608274e-01	-7.800000e-01	-1.800000e-05	3.730873e-03	-1.800000e-05	-3.730873e-03	3.748873e-03
-7.700000000000415e-01	-6.608273e-01	-7.700000e-01	-1.800000e-05	3.730390e-03	-1.800000e-05	-3.730390e-03	3.748390e-03
-7.600000000000415e-01	-6.608272e-01	-7.600000e-01	-1.800000e-05	3.729908e-03	-1.800000e-05	-3.729908e-03	3.747908e-03
-7.500000000000415e-01	-6.608271e-01	-7.500000e-01	-1.800000e-05	3.729425e-03	-1.800000e-05	-3.729425e-03	3.747426e-03
-7.400000000000415e-01	-6.608270e-01	-7.400000e-01	-1.800000e-05	3.728943e-03	-1.800000e-05	-3.728943e-03	3.746943e-03
-7.300000000000415e-01	-6.608269e-01	-7.300000e-01	-1.800000e-05	3.728460e-03	-1.800000e-05	-3.728460e-03	3.746460e-03
-7.200000000000415e-01	-6.608268e-01	-7.200000e-01	-1.800000e-05	3.727977e-03	-1.800000e-05	-3.727977e-03	3.745977e-03
-7.100000000000415e-01	-6.608267e-01	-7.100000e-01	-1.800000e-05	3.727495e-03	-1.800000e-05	-3.727495e-03	3.745494e-03
-7.000000000000415e-01	-6.608266e-01	-7.000000e-01	-1.800000e-05	3.727012e-03	-1.800000e-05	-3.727012e-03	3.745012e-03
-6.900000000000415e-01	-6.608265e-01	-6.900000e-01	-1.800000e-05	3.726528e-03	-1.800000e-05	-3.726528e-03	3.744528e-03
-6.800000000000415e-01	-6.608264e-01	-6.800000e-01	-1.800000e-05	3.726045e-03	-1.800000e-05	-3.726045e-03	3.744045e-03
-6.700000000000415e-01	-6.608263e-01	-6.700000e-01	-1.800000e-05	3.725561e-03	-1.800000e-05	-3.725561e-03	3.743561e-03
-6.600000000000414e-01	-6.608262e-01	-6.600000e-01	-1.800000e-05	3.725077e-03	-1.800000e-05	-3.725077e-03	3.743077e-03
-6.500000000000414e-01	-6.608261e-01	-6.500000e-01	-1.800000e-05	3.724593e-03	-1.800000e-05	-3.724593e-03	3.742593e-03
-6.400000000000414e-01	-6.608260e-01	-6.400000e-01	-1.800000e-05	3.724108e-03	-1.800000e-05	-3.724108e-03	3.742108e-03
-6.300000000000414e-01	-6.608258e-01	-6.300000e-01	-1.800000e-05	3.723623e-03	-1.800000e-05	-3.723623e-03	3.741622e-03
-6.200000000000414e-01	-6.608257e-01	-6.200000e-01	-1.800000e-05	3.723136e-03	-1.800000e-05	-3.723136e-03	3.741136e-03
-6.100000000000414e-01	-6.608256e-01	-6.100000e-01	-1.800000e-05	3.722648e-03	-1.800000e-05	-3.722648e-03	3.740649e-03
-6.000000000000414e-01	-6.608254e-01	-6.000000e-01	-1.800000e-05	3.722160e-03	-1.800000e-05	-3.722160e-03	3.740160e-03
-5.900000000000414e-01	-6.608253e-01	-5.900000e-01	-1.800000e-05	3.721669e-03	-1.800000e-05	-3.721669e-03	3.739669e-03
-5.800000000000414e-01	-6.608251e-01	-5.800000e-01	-1.800000e-05	3.721176e-03	-1.800000e-05	-3.721176e-03	3.739176e-03
-5.700000000000414e-01	-6.608249e-01	-5.700000e-01	-1.800000e-05	3.720681e-03	-1.800000e-05	-3.720681e-03	3.738681e-03
-5.600000000000414e-01	-6.608247e-01	-5.600000e-01	-1.800000e-05	3.720182e-03	-1.800000e-05	-3.720182e-03	3.738182e-03
-5.500000000000413e-01	-6.608245e-01	-5.500000e-01	-1.800000e-05	3.719678e-03	-1.800000e-05	-3.719678e-03	3.737679e-03
-5.400000000000413e-01	-6.608242e-01	-5.400000e-01	-1.800000e-05	3.719170e-03	-1.800000e-05	-3.719170e-03	3.737170e-03
-5.300000000000413e-01	-6.608238e-01	-5.300000e-01	-1.800000e-05	3.718654e-03	-1.800000e-05	-3.718654e-03	3.736654e-03
-5.200000000000413e-01	-6.608234e-01	-5.200000e-01	-1.800000e-05	3.718129e-03	-1.800000e-05	-3.718129e-03	3.736129e-03
-5.100000000000413e-01	-6.608229e-01	-5.100000e-01	-1.800000e-05	3.717593e-03	-1.800000e-05	-3.717593e-03	3.735593e-03
-5.000000000000413e-01	-6.608223e-01	-5.000000e-01	-1.800000e-05	3.717043e-03	-1.800000e-05	-3.717043e-03	3.735044e-03
-4.900000000000413e-01	-6.608216e-01	-4.900000e-01	-1.800000e-05	3.716476e-03	-1.800000e-05	-3.716476e-03	3.734476e-03
-4.800000000000413e-01	-6.608207e-01	-4.800000e-01	-1.800000e-05	3.715885e-03	-1.800000e-05	-3.715885e-03	3.733885e-03
-4.700000000000413e-01	-6.608196e-01	-4.700000e-01	-1.800000e-05	3.715266e-03	-1.800000e-05	-3.715266e-03	3.733266e-03
-4.600000000000413e-01	-6.608183e-01	-4.600000e-01	-1.800000e-05	3.714611e-03	-1.800000e-05	-3.714611e-03	3.732611e-03
-4.500000000000413e-01	-6.608166e-01	-4.500000e-01	-1.800000e-05	3.713910e-03	-1.800000e-05	-3.713910e-03	3.731910e-03
-4.400000000000412e-01	-6.608145e-01	-4.400000e-01	-1.800000e-05	3.713150e-03	-1.800000e-05	-3.713150e-03	3.731150e-03
-4.300000000000412e-01	-6.608118e-01	-4.300000e-01	-1.800000e-05	3.712316e-03	-1.800000e-05	-3.712316e-03	3.730316e-03
-4.200000000000412e-01	-6.608084e-01	-4.200000e-01	-1.800000e-05	3.711387e-03	-1.800000e-05	-3.711387e-03	3.729387e-03
-4.100000000000412e-01	-6.608042e-01	-4.100000e-01	-1.800000e-05	3.710338e-03	-1.800000e-05	-3.710338e-03	3.728338e-03
-4.000000000000412e-01	-6.607989e-01	-4.000000e-01	-1.800000e-05	3.709136e-03	-1.800000e-05	-3.709136e-03	3.727136e-03
-3.900000000000412e-01	-6.607921e-01	-3.900000e-01	-1.800000e-05	3.707738e-03	-1.800000e-05	-3.707738e-03	3.725738e-03
-3.800000000000412e-01	-6.607835e-01	-3.800000e-01	-1.800000e-05	3.706089e-03	-1.800000e-05	-3.706089e-03	3.724089e-03
-3.700000000000412e-01	-6.607725e-01	-3.700000e-01	-1.800000e-05	3.704118e-03	-1.800000e-05	-3.704118e-03	3.722118e-03
-3.600000000000412e-01	-6.607586e-01	-3.600000e-01	-1.800000e-05	3.701735e-03	-1.800000e-05	-3.701735e-03	3.719735e-03
-3.500000000000412e-01	-6.607407e-01	-3.500000e-01	-1.800000e-05	3.698821e-03	-1.800000e-05	-3.698821e-03	3.716821e-03
-3.400000000000412e-01	-6.607178e-01	-3.400000e-01	-1.800000e-05	3.695220e-03	-1.800000e-05	-3.695220e-03	3.713220e-03
-3.300000000000411e-01	-6.606883e-01	-3.300000e-01	-1.800000e-05	3.690732e-03	-1.800000e-05	-3.690732e-03	3.708732e-03
-3.200000000000411e-01	-6.606504e-01	-3.200000e-01	-1.800000e-05	3.685091e-03	-1.800000e-05	-3.685091e-03	3.703091e-03
-3.100000000000411e-01	-6.606015e-01	-3.100000e-01	-1.800000e-05	3.677949e-03	-1.800000e-05	-3.677949e-03	3.695949e-03
-3.000000000000411e-01	-6.605380e-01	-3.000000e-01	-1.800000e-05	3.668848e-03	-1.800000e-05	-3.668848e-03	3.686848e-03
-2.900000000000411e-01	-6.604555e-01	-2.900000e-01	-1.800000e-05	3.657182e-03	-1.800000e-05	-3.657182e-03	3.675181e-03
-2.800000000000411e-01	-6.603478e-01	-2.800000e-01	-1.800000e-05	3.642146e-03	-1.800000e-05	-3.642146e-03	3.660146e-03
-2.700000000000411e-01	-6.602069e-01	-2.700000e-01	-1.800000e-05	3.622680e-03	-1.800000e-05	-3.622680e-03	3.640680e-03
-2.600000000000411e-01	-6.600215e-01	-2.600000e-01	-1.800000e-05	3.597381e-03	-1.800000e-05	-3.597381e-03	3.615381e-03
-2.500000000000411e-01	-6.597772e-01	-2.500000e-01	-1.800000e-05	3.564405e-03	-1.800000e-05	-3.564405e-03	3.582405e-03
-2.400000000000411e-01	-6.594540e-01	-2.400000e-01	-1.800000e-05	3.521356e-03	-1.800000e-05	-3.521356e-03	3.539355e-03
-2.300000000000411e-01	-6.590257e-01	-2.300000e-01	-1.800000e-05	3.465159e-03	-1.800000e-05	-3.465159e-03	3.483159e-03
-2.200000000000411e-01	-6.584569e-01	-2.200000e-01	-1.800000e-05	3.391975e-03	-1.800000e-05	-3.391975e-03	3.409975e-03
