v2	V(vbb)	V(vcc)	I(I1)	I(V2)	Ib(Q1)	Ic(Q1)	Ie(Q1)
-2.100000000000410e-01	-6.577020e-01	-2.100000e-01	-1.800000e-05	3.297190e-03	-1.800000e-05	-3.297190e-03	3.315190e-03
-2.000000000000410e-01	-6.567021e-01	-2.000000e-01	-1.800000e-05	3.175584e-03	-1.800000e-05	-3.175584e-03	3.193584e-03
-1.900000000000410e-01	-6.553839e-01	-1.900000e-01	-1.800000e-05	3.021823e-03	-1.800000e-05	-3.021823e-03	3.039823e-03
-1.800000000000410e-01	-6.536596e-01	-1.800000e-01	-1.800000e-05	2.831403e-03	-1.800000e-05	-2.831403e-03	2.849403e-03
-1.700000000000410e-01	-6.514296e-01	-1.700000e-01	-1.800000e-05	2.602085e-03	-1.800000e-05	-2.602085e-03	2.620085e-03
-1.600000000000410e-01	-6.485891e-01	-1.600000e-01	-1.800000e-05	2.335623e-03	-1.800000e-05	-2.335623e-03	2.353623e-03
-1.500000000000410e-01	-6.450387e-01	-1.500000e-01	-1.800000e-05	2.039187e-03	-1.800000e-05	-2.039187e-03	2.057187e-03
-1.400000000000410e-01	-6.406978e-01	-1.400000e-01	-1.800000e-05	1.725636e-03	-1.800000e-05	-1.725636e-03	1.743636e-03
-1.300000000000410e-01	-6.355190e-01	-1.300000e-01	-1.800000e-05	1.411936e-03	-1.800000e-05	-1.411936e-03	1.429936e-03
-1.200000000000410e-01	-6.294983e-01	-1.200000e-01	-1.800000e-05	1.115878e-03	-1.800000e-05	-1.115878e-03	1.133878e-03
-1.100000000000410e-01	-6.226783e-01	-1.100000e-01	-1.800000e-05	8.522258e-04	-1.800000e-05	-8.522258e-04	8.702258e-04
-1.000000000000410e-01	-6.151413e-01	-1.000000e-01	-1.800000e-05	6.299283e-04	-1.800000e-05	-6.299283e-04	6.479283e-04
-9.000000000004099e-02	-6.069953e-01	-9.000000e-02	-1.800000e-05	4.514251e-04	-1.800000e-05	-4.514251e-04	4.694251e-04
-8.000000000004100e-02	-5.983572e-01	-8.000000e-02	-1.800000e-05	3.138882e-04	-1.800000e-05	-3.138882e-04	3.318882e-04
-7.000000000004100e-02	-5.893376e-01	-7.000000e-02	-1.800000e-05	2.113884e-04	-1.800000e-05	-2.113884e-04	2.293884e-04
-6.000000000004100e-02	-5.800323e-01	-6.000000e-02	-1.800000e-05	1.369436e-04	-1.800000e-05	-1.369436e-04	1.549436e-04
-5.000000000004100e-02	-5.705187e-01	-5.000000e-02	-1.800000e-05	8.390678e-05	-1.800000e-05	-8.390678e-05	1.019068e-04
-4.000000000004100e-02	-5.608564e-01	-4.000000e-02	-1.800000e-05	4.664740e-05	-1.800000e-05	-4.664740e-05	6.464741e-05
-3.000000000004099e-02	-5.510893e-01	-3.000000e-02	-1.800000e-05	2.073185e-05	-1.800000e-05	-2.073185e-05	3.873185e-05
-2.000000000004099e-02	-5.412492e-01	-2.000000e-02	-1.800000e-05	2.831813e-06	-1.800000e-05	-2.831813e-06	2.083181e-05
-1.000000000004099e-02	-5.313587e-01	-1.000000e-02	-1.800000e-05	-9.472623e-06	-1.800000e-05	9.472623e-06	8.527377e-06
0.000000000000000e+00	-5.214335e-01	0.000000e+00	-1.800000e-05	-1.790332e-05	-1.800000e-05	1.790332e-05	9.667765e-08
